a	(ā) 
Mussulman	(mŭs'əl-mən) 
mustelid	(mŭs'tə-lĭd') 
musteline	(mŭs'tə-līn', -lĭn) 
must	(mŭst) 
musty	(mŭs'tē) 
mutable	(myōō'tə-bəl) 
mutagenesis	(myōō'tə-jěn'ĭ-sĭs) 
mutagenize	(myōō'tə-jěn'īz, -jə-nīz') 
mutagen	(myōō'tə-jən, -jěn') 
mutation	(myōō-tā'shən) 
mutation	(my-tā'shən) 
mutchkin	(mŭch'kĭn) 
mute	(myōōt) 
mutilate	(myōōt'l-āt') 
mutineer	(myōōt'n-îr') 
mutinous	(myōōt'n-əs) 
muton	(myōō'tŏn') 
mutter	(mŭt'ər) 
mutt	(mŭt) 
muttonfish	(mŭt'n-fĭsh') 
muttonhead	(mŭt'n-hěd') 
mutualism	(my'ch-ə-lĭz'əm) 
mutualism	(myōō'chōō-ə-lĭz'əm) 
mutualize	(myōō'chōō-ə-līz') 
mutual	(myōō'chōō-əl) 
Muzak	(myōō'zāk') 
muzhik	(mōō-zhēk', -zhĭk')
muzjik	(mōō-zhēk', -zhĭk')
muzzleloader	(mŭz'əl-lō'dər) 
muzzy	(mŭz'ē) 
myasthenia	(mī'əs-thē'nē-ə) 
mycelium	(mī-sē'lē-əm) 
mycetoma	(mī'sĭ-tō'mə) 
myc	(mĭk) 
mycobacterium	(mī'kō-bāk-tîr'ē-əm) 
mycology	(mī-kŏl'ə-jē) 
mycophagous	(mī-kŏf'ə-gəs) 
mycoplasma	(mī'kō-plāz'mə) 
mycorhiza	(mī'kə-rī'zə)
mycorrhiza	(mī'kə-rī'zə)
mycorrhiza	(mī'kə-rī'zə) 
mycotoxin	(mī'kō-tŏk'sĭn) 
mydriasis	(mĭ-drī'ə-sĭs) 
mydriatic	(mĭd'rē-āt'ĭk) 
myelencephalon	(mī'ə-lěn-sěf'ə-lŏn') 
myelinization	(mī'ə-lə-nĭ-zā'shən) 
myelitis	(mī'ə-lī'tĭs) 
myeloblast	(mī'ə-lə-blāst') 
myelocyte	(mī'ə-lə-sīt') 
myelofibrosis	(mī'ə-lō-fī-brō'sĭs) 
myelogram	(mī'ə-lə-grām') 
Mylar	(mī'lär') 
mylonite	(mī'lə-nīt') 
my	(mī) 
mynah	(mī'nə)
myna	(mī'nə)
myoblast	(mī'ō-blāst') 
myocardial infarction	(mī'ō-kär'dē-əl) 
myocarditis	(mī'ō-kär-dī'tĭs) 
myocardium	(mī'ō-kär'dē-əm) 
myoclonus	(mī-ŏk'lə-nəs) 
myofibril	(mī'ə-fī'brəl, -fĭb'rəl) 
myofilament	(mī'ə-fĭl'ə-mənt) 
myoglobin	(mī'ə-glō'bĭn) 
myograph	(mī'ə-grāf') 
myology	(mī-ŏl'ə-jē) 
myoma	(mī-ō'mə) 
myopathy	(mī-ŏp'ə-thē) 
myope	(mī'ōp') 
myositis	(mī'ə-sī'tĭs) 
myosotis	(mī'ə-sō'tĭs) 
myotonia	(mī'ə-tō'nē-ə) 
myriapod	(mĭr'ē-ə-pŏd') 
myrmecology	(mûr'mĭ-kŏl'ə-jē) 
myrmecophile	(mûr'mĭ-kə-fīl') 
Myrmidon	(mûr'mə-dŏn', -dn) 
myrobalan	(mī-rŏb'ə-lən, mə-) 
myrrh	(mûr) 
Mysia	(mĭsh'ē-ə) 
mysid	(mī'sĭd) 
mysophobia	(mī'sō-fō'bē-ə) 
mystagogue	(mĭs'tə-gŏg', -gôg') 
mysterious	(mĭ-stîr'ē-əs) 
mystical	(mĭs'tĭ-kəl) 
mysticete	(mĭs'tĭ-sēt') 
mysticism	(mĭs'tĭ-sĭz'əm) 
mystification	(mĭs'tə-fĭ-kā'shən) 
mystify	(mĭs'tə-fī') 
mystique	(mĭ-stēk') 
mythical	(mĭth'ĭ-kəl) 
mythicize	(mĭth'ĭ-sīz') 
mythmaker	(mĭth'mā'kər) 
myth	(mĭth) 
mythographer	(mĭ-thŏg'rə-fər) 
mythography	(mĭ-thŏg'rə-fē) 
mythologize	(mĭ-thŏl'ə-jīz') 
mythology	(mĭ-thŏl'ə-jē) 
mythomania	(mĭth'ə-mā'nē-ə, -mān'yə) 
mythopeic	(mĭth'ə-pē'ĭk)
mythopoeic	(mĭth'ə-pē'ĭk)
myxedema	(mĭk'sĭ-dē'mə)
myxobacterium	(mĭk'sō-bāk-tîr'ē-əm) 
myxoedema	(mĭk'sĭ-dē'mə)
myxomatosis	(mĭk-sō'mə-tō'sĭs) 
myxomycete	(mĭk'sō-mī'sēt) 
myxovirus	(mĭk'sə-vī'rəs) 
naan	(nän, nān)
nab	(nāb) 
nabob	(nā'bŏb') 
nacho	(nä'chō') 
nacre	(nā'kər) 
NAD	(ěn'ā-dē') 
nadir	(nā'dər) 
nadir	(nā'dər, -dîr') 
nae	(nā) 
naff	(nāf) 
Nagari	(nä'gə-rē) 
nag	(nāg) 
Nahum	(nā'həm, nā'əm) 
naiad	(nā'əd, -ād', nī'-) 
naif	(nī-ēf', nä-)
naïf	(nī-ēf', nä-)
nailbrush	(nāl'brŭsh') 
nail	(nāl) 
nainsook	(nān'sŏŏk') 
naira	(nī'rə) 
naive	(nī-ēv', nä-)
naïve	(nī-ēv', nä-)
naked	(nā'kĭd) 
naled	(nā'lěd') 
nalorphine	(nāl'ər-fēn', nāl-ôr'fēn) 
naloxone	(nāl'ək-sōn', nə-lŏk'sōn) 
naltrexone	(nāl-trěk'sōn) 
nameless	(nām'lĭs) 
name	(nām) 
nameplate	(nām'plāt') 
namesake	(nām'sāk') 
nametape	(nām'tāp') 
Nam	(näm, nām) 
nana	(nān'ə, nä'nə) 
nancy	(nān'sē) 
Nancy	(nān'sē, näɴ-sē') 
nankeen	(nān-kēn') 
Nan	(nän) 
Nanna	(nä'nä) 
nan	(nän, nān)
nan	(nän, nān) 
nanofossil	(nān'ə-fŏs'əl) 
nanogram	(nān'ə-grām') 
nanometer	(nān'ə-mē'tər) 
nanoplankton	(nān'ə-plāngk'tən) 
nanosecond	(nān'ə-sěk'ənd) 
nanotechnology	(nān'ə-těk-nŏl'ə-jē) 
nanotesla	(nān'ə-těs'lə) 
Nanticoke	(nān'tĭ-kōk') 
Nantucket	(nān-tŭk'ĭt) 
Naomi	(nā-ō'mē) 
naos	(nā'ŏs) 
Napa	(nāp'ə) 
napa	(nāp'ə, nä'pə)
nape	(nāp, nāp) 
naphthalene	(nāf'thə-lēn') 
naphthene	(nāf'thēn', nāp'-) 
naphthol	(nāf'thôl', -thōl', nāp'-) 
naphthol	(nāf'thôl', -thōl', -thŏl', nāp'-) 
Napier	(nā'pē-ər, nə-pîr') 
Naples	(nā'pəlz) 
nap	(nāp) 
napoleon	(nə-pō'lē-ən, -pōl'yən) 
nappa	(nāp'ə, nä'pə)
nappa	(nāp'ə, nä'pə) 
nappe	(nāp) 
nappy	(nāp'ē) 
naprapathy	(nə-prāp'ə-thē) 
naproxen	(nə-prŏk'sən) 
narceine	(när'sē-ēn', -ĭn') 
narcissism	(när'sĭ-sĭz'əm) 
narcissus	(när-sĭs'əs) 
Narcissus	(när-sĭs'əs) 
narc	(närk)
narcoanalysis	(när'kō-ə-nāl'ĭ-sĭs) 
narcolepsy	(när'kə-lěp'sē) 
narcosis	(när-kō'sĭs) 
narcosynthesis	(när'kō-sĭn'thĭ-sĭs) 
narcotic	(när-kŏt'ĭk) 
narcotism	(när'kə-tĭz'əm) 
narcotize	(när'kə-tīz') 
nard	(närd) 
naris	(nâr'ĭs) 
nark	(närk)
nark	(närk) 
narrate	(nār'āt', nā-rāt') 
narration	(nā-rā'shən) 
narrative	(nār'ə-tĭv) 
narrowcast	(nār'ō-kāst') 
narrow	(nār'ō) 
nary	(nâr'ē) 
nasalize	(nā'zə-līz') 
nasal	(nā'zəl) 
NASA	(nās'ə) 
nascence	(nās'əns, nā'səns) 
nascent	(nās'ənt, nā'sənt) 
Nasdaq	(nāz'dāk') 
naseberry	(nāz'běr'ē) 
Naseby	(nāz'bē) 
Nashville	(nāsh'vĭl') 
nasopharynx	(nā'zō-fār'ĭngks) 
Nassau	(nās'ô') 
Nasser	(nās'ər, nä'sər) 
Nast	(nāst) 
nasturtium	(nə-stûr'shəm, nā-) 
nasty	(nās'tē) 
natality	(nā-tāl'ĭ-tē, nə-) 
natal	(nāt'l) 
Natal	(nə-tāl', -täl') 
natation	(nā-tā'shən, nā-) 
natatorium	(nā'tə-tôr'ē-əm, -tōr'-, nāt'ə-) 
natch	(nāch) 
nationalism	(nāsh'ə-nə-lĭz'əm, nāsh'nə-) 
nationality	(nāsh'ə-nāl'ĭ-tē, nāsh-nāl'-) 
nationalize	(nāsh'ə-nə-līz', nāsh'nə-) 
national	(nāsh'ə-nəl, nāsh'nəl) 
nation	(nā'shən) 
Nation	(nā'shən) 
native	(nā'tĭv) 
nativism	(nā'tĭ-vĭz'əm) 
nativity	(nə-tĭv'ĭ-tē, nā-) 
NATO	(nā'tō) 
natriuresis	(nā'trə-yŏŏ-rē'sĭs) 
natrolite	(nā'trə-līt') 
natty	(nāt'ē) 
naturalism	(nāch'ər-ə-lĭz'əm, nāch'rə-) 
naturalist	(nāch'ər-ə-lĭst) 
naturalist	(nāch'ər-ə-lĭst, nāch'rə-) 
naturalize	(nāch'ər-ə-līz') 
naturalize	(nāch'ər-ə-līz', nāch'rə-) 
natural	(nāch'ər-əl, nāch'rəl) 
nature	(nā'chər) 
naturism	(nā'chə-rĭz'əm) 
naturopathy	(nā'chə-rŏp'ə-thē) 
Naugahyde	(nô'gə-hīd') 
naughty	(nô'tē) 
nauplius	(nô'plē-əs) 
Nauru	(nä-ōō'rōō) 
nauseant	(nô'zē-ənt, -zhē-, -sē-, -shē-) 
nauseate	(nô'zē-āt', -zhē-, -sē-, -shē-) 
nauseous	(nô'shəs, -zē-əs) 
nautiloid	(nôt'l-oid') 
nautilus	(nôt'l-əs) 
naval	(nā'vəl) 
navel	(nā'vəl) 
navelwort	(nā'vəl-wûrt', -wôrt') 
nave	(nāv) 
navicular	(nə-vĭk'yə-lər) 
navigable	(nāv'ĭ-gə-bəl) 
navigate	(nāv'ĭ-gāt') 
navigation	(nāv'ĭ-gā'shən) 
navigator	(nāv'ĭ-gā'tər) 
navvy	(nāv'ē) 
navy	(nā'vē) 
nawab	(nə-wŏb') 
nay	(nā) 
naysay	(nā'sā') 
Nazi	(nät'sē, nāt'-) 
Nazism	(nät'sĭz'əm, nāt'-) 
Neanderthal	(nē-ān'dər-thôl', -tôl', nā-än'dər-täl') 
Neapolitan	(nē'ə-pŏl'ĭ-tən) 
near-Earth object	(nîr'ûrth') 
near	(nîr) 
nearsightedness	(nîr'sī'tĭd-nĭs) 
neatherd	(nēt'hûrd') 
neat	(nēt) 
neb	(něb) 
Nebraska	(nə-brās'kə) 
Nebraskan	(nə-brās'kən) 
nebulize	(něb'yə-līz') 
nebulizer	(něb'yə-lī'zər) 
nebulosity	(něb'yə-lŏs'ĭ-tē) 
nebulous	(něb'yə-ləs) 
necessary	(něs'ĭ-sěr'ē) 
necessitarianism	(nə-sěs'ĭ-târ'ē-ə-nĭz'əm) 
necessitate	(nə-sěs'ĭ-tāt') 
necessity	(nə-sěs'ĭ-tē) 
Neckar	(něk'ər, -är) 
neckband	(něk'bānd') 
neckerchief	(něk'ər-chĭf, -chēf') 
necklace	(něk'lĭs) 
neckline	(něk'līn') 
neck	(něk) 
neckpiece	(něk'pēs') 
neckwear	(něk'wâr') 
necrobiosis	(něk'rō-bī-ō'sĭs) 
necrology	(nə-krŏl'ə-jē, ně-) 
necromancy	(něk'rə-mān'sē) 
necrophagia	(něk'rə-fā'jə) 
necrophilia	(něk'rə-fĭl'ē-ə) 
necrophobia	(něk'rə-fō'bē-ə) 
necropolis	(nə-krŏp'ə-lĭs, ně-) 
necropsy	(něk'rŏp'sē) 
necrosis	(nə-krō'sĭs) 
necrosis	(nə-krō'sĭs, ně-) 
necrotize	(něk'rə-tīz') 
necrotomy	(nĭ-krŏt'ə-mē, ně-) 
nectarine	(něk'tə-rēn') 
needful	(nēd'fəl) 
needlecraft	(nēd'l-krāft') 
needlefish	(nēd'l-fĭsh') 
needle	(nēd'l) 
needlepoint	(nēd'l-point') 
needless	(nēd'lĭs) 
needlewoman	(nēd'l-wŏŏm'ən) 
needlework	(nēd'l-wûrk') 
need	(nēd) 
needy	(nē'dē) 
neem	(nēm) 
nefarious	(nə-fâr'ē-əs) 
negation	(nĭ-gā'shən) 
negative	(něg'ə-tĭv) 
negativism	(něg'ə-tĭ-vĭz'əm) 
negatron	(něg'ə-trŏn') 
Negev	(něg'ěv) 
neglectful	(nĭ-glěkt'fəl) 
neglect	(nĭ-glěkt') 
negligee	(něg'lĭ-zhā', něg'lĭ-zhā')
negligée	(něg'lĭ-zhā', něg'lĭ-zhā')
negligence	(něg'lĭ-jəns) 
negligé	(něg'lĭ-zhā', něg'lĭ-zhā')
negligible	(něg'lĭ-jə-bəl) 
negotiable	(nĭ-gō'shə-bəl, -shē-ə-) 
negotiant	(nĭ-gō'shē-ənt, -shənt) 
negotiate	(nĭ-gō'shē-āt') 
negotiation	(nĭ-gō'shē-ā'shən) 
negritude	(nē'grĭ-tōōd', -tyōōd', něg'rĭ-)
Negritude	(nē'grĭ-tōōd', -tyōōd', něg'rĭ-)
Negro	(nā'grō, ně'grō, -grŏŏ) 
Negro	(nē'grō) 
Negrophile	(nē'grə-fīl') 
Negrophobia	(nē'grə-fō'bē-ə) 
negus	(nē'gəs) 
Negus	(nē'gəs, nĭ-gōōs') 
Nehemiah	(nē'hə-mī'ə, nē'ə-) 
Nehru	(nā'rōō) 
neighborhood	(nā'bər-hŏŏd') 
neighborly	(nā'bər-lē) 
neighbor	(nā'bər) 
neighbour	(nā'bər) 
neigh	(nā) 
nellie	(něl'ē)
nelly	(něl'ē)
nematocyst	(něm'ə-tə-sĭst', nĭ-māt'ə-) 
nematocyst	(něm'ə-tə-sĭst', nĭ-māt'ə-sĭst') 
nematode	(něm'ə-tōd') 
nematode	(něm'ə-tōd', nē'mə-) 
nematology	(něm'ə-tŏl'ə-jē) 
nemertean	(nĭ-mûr'tē-ən) 
nene	(nā'nā) 
Nenets	(něn'ěts) 
neoarsphenamine	(nē'ō-ärs-fěn'ə-mēn') 
neocolonialism	(nē'ō-kə-lō'nē-ə-lĭz'əm) 
neocortex	(nē'ō-kôr'těks') 
neodymium	(nē'ō-dĭm'ē-əm) 
neofascism	(nē'ō-fāsh'ĭz'əm) 
neogenesis	(nē'ō-jěn'ĭ-sĭs) 
neo-impressionism	(nē'ō-ĭm-prěsh'ə-nĭz'əm)
neoimpressionism	(nē'ō-ĭm-prěsh'ə-nĭz'əm)
neoliberalism	(nē'ō-lĭb'ər-ə-lĭz'əm, -lĭb'rə-) 
neologism	(nē-ŏl'ə-jĭz'əm) 
neologize	(nē-ŏl'ə-jīz') 
neomycin	(nē'ə-mī'sĭn) 
neonatology	(nē'ō-nā-tŏl'ə-jē) 
neon	(nē'ŏn') 
neopallium	(nē'ō-pāl'ē-əm) 
neophyte	(nē'ə-fīt') 
neoplasia	(nē'ō-plā'zhə, -zhē-ə) 
neoplasm	(nē'ə-plāz'əm) 
neoprene	(nē'ə-prēn') 
Neosho	(nē-ō'shō, -shə) 
neostigmine	(nē'ō-stĭg'mēn, -mĭn) 
neoteny	(nē-ŏt'n-ē) 
neoteric	(nē'ə-těr'ĭk) 
Nepali	(nə-pô'lē, -pä'-, -pāl'ē) 
Nepal	(nə-pôl', -päl', -pāl', nā-) 
nepenthe	(nĭ-pěn'thē) 
nepheline	(něf'ə-lēn', -lĭn) 
nephelinite	(něf'ə-lĭ-nīt') 
nephelometer	(něf'ə-lŏm'ĭ-tər) 
nephology	(ně-fŏl'ə-jē) 
nephrectomy	(nə-frěk'tə-mē) 
nephridium	(nə-frĭd'ē-əm) 
nephrite	(něf'rīt') 
nephritis	(nə-frī'tĭs) 
nephrology	(nə-frŏl'ə-jē) 
nephropathy	(nə-frŏp'ə-thē) 
nephrosis	(nə-frō'sĭs) 
nephrostome	(něf'rə-stōm') 
nephrotomy	(nə-frŏt'ə-mē) 
nepotism	(něp'ə-tĭz'əm) 
neptunium	(něp-t'nē-əm) 
neptunium	(něp-tōō'nē-əm, -tyōō'-) 
neral	(nîr'āl) 
Nereid	(nîr'ē-ĭd) 
Nereus	(nîr'ē-əs, nîr'yōōs') 
Nergal	(něr'gäl) 
nerol	(nîr'ôl, -ŏl, -ōl, něr'-) 
nervation	(nûr-vā'shən) 
nerveless	(nûrv'lĭs) 
nerve	(nûrv) 
nervosity	(nûr-vŏs'ĭ-tē) 
nervous	(nûr'vəs) 
nervy	(nûr'vē) 
nescience	(něsh'əns, něsh'ē-əns, nēsh'-, něs'ē-əns, nē'sē-) 
Nesselrode	(něs'əl-rōd') 
ness	(něs) 
Ness	(něs) 
nestle	(něs'əl) 
nestling	(něst'lĭng, něs'-) 
nest	(něst) 
Nestorian	(ně-stôr'ē-ən, -stōr'-) 
Nestor	(něs'tər, -tôr') 
netiquette	(nět'ĭ-kět', -kĭt) 
netkeeper	(nět'kē'pər) 
net	(nět) 
Net	(nět) 
nettle	(nět'l) 
network	(nět'wûrk') 
Neufchâtel	(nōō'shə-těl', nɶ'shä-) 
neume	(nōōm, nyōōm)
neum	(nōōm, nyōōm)
neuralgia	(nŏŏ-rāl'jə, nyŏŏ-) 
neural	(nŏŏr'əl, nyŏŏr'-) 
neural	(nr'əl) 
neuraminidase	(nŏŏr'ə-mĭn'ĭ-dās', -dāz', nyŏŏr'-) 
neurasthenia	(nŏŏr'əs-thē'nē-ə, nyŏŏr'-) 
neurectomy	(nŏŏ-rěk'tə-mē, nyŏŏ-) 
neurilemma	(nŏŏr'ə-lěm'ə, nyŏŏr'-) 
neuritis	(nŏŏ-rī'tĭs, nyŏŏ-) 
neuroanatomy	(nŏŏr'ō-ə-nāt'ə-mē, nyŏŏr'-) 
neuroanatomy	(nr'ō-ə-nāt'ə-mē) 
neurobiology	(nŏŏr'ō-bī-ŏl'ə-jē, nyŏŏr'-) 
neuroblast	(nŏŏr'ə-blāst', nyŏŏr'-) 
neuroblastoma	(nŏŏr'ō-blā-stō'mə, nyŏŏr'-) 
neurochemistry	(nŏŏr'ō-kěm'ĭ-strē, nyŏŏr'-) 
neuroendocrinology	(nŏŏr'ō-ěn'də-krə-nŏl'ə-jē, nyŏŏr'-) 
neurofibril	(nŏŏr'ə-fī'brəl, -fĭb'rəl, nyŏŏr'-) 
neurofibroma	(nŏŏr'ō-fī-brō'mə, nyŏŏr'-) 
neurofibromatosis	(nŏŏr'ō-fī'brō-mə-tō'sĭs, nyŏŏr'-) 
neurofibromatosis	(nr'ō-fī'brō-mə-tō'sĭs) 
neurogenesis	(nŏŏr'ə-jěn'ĭ-sĭs, nyŏŏr'-) 
neuroglia	(nŏŏ-rŏg'lē-ə, nyŏŏ-, nŏŏr'ə-glē'ə, -glī'-, nyŏŏr'-) 
neurohormone	(nŏŏr'ō-hôr'mōn, nyŏŏr'-) 
neurohormone	(nr'ō-hôr'mōn) 
neurohypophysis	(nŏŏr'ō-hī-pŏf'ĭ-sĭs, -hĭ-, nyŏŏr'-) 
neuroleptic	(nŏŏr'ə-lěp'tĭk, nyŏŏr'-) 
neurology	(nŏŏ-rŏl'ə-jē, nyŏŏ-) 
neurology	(n-rŏl'ə-jē) 
neuropathology	(nŏŏr'ō-pə-thŏl'ə-jē, nyŏŏr'-) 
neuropathy	(nŏŏ-rŏp'ə-thē, nyŏŏ-) 
neuropeptide	(nŏŏr'ō-pěp'tīd, nyŏŏr'-) 
neuropharmacology	(nŏŏr'ō-fär'mə-kŏl'ə-jē, nyŏŏr'-) 
neurophysiology	(nŏŏr'ō-fĭz'ē-ŏl'ə-jē, nyŏŏr'-) 
neuropsychiatry	(nŏŏr'ō-sĭ-kī'ə-trē, -sī-, nyŏŏr'-) 
neuropsychology	(nŏŏr'ō-sī-kŏl'ə-jē, nyŏŏr'-) 
neuropteran	(nŏŏ-rŏp'tər-ən, nyŏŏ-) 
neuropteran	(n-rŏp'tər-ən) 
neuroradiology	(nŏŏr'ō-rā'dē-ŏl'ə-jē, nyŏŏr'-) 
neuroscience	(nŏŏr'ō-sī'əns, nyŏŏr'-) 
neurosecretion	(nŏŏr'ō-sĭ-krē'shən, nyŏŏr'-) 
neurosis	(nŏŏ-rō'sĭs, nyŏŏ-) 
neurosis	(n-rō'sĭs) 
neurosurgery	(nŏŏr'ō-sûr'jə-rē, nyŏŏr'-) 
neurosurgery	(nr'ō-sûr'jə-rē) 
neurotic	(nŏŏ-rŏt'ĭk, nyŏŏ-) 
neurotomy	(nŏŏ-rŏt'ə-mē, nyŏŏ-) 
neurotoxin	(nŏŏr'ō-tŏk'sĭn, nyŏŏr'-) 
neurotransmitter	(nŏŏr'ō-trāns'mĭt-ər, -trānz'-, nyŏŏr'-) 
neurotransmitter	(nr'ō-trānz'mĭt-ər) 
neurotropic	(nŏŏr'ə-trŏp'ĭk, -trō'pĭk, nyŏŏr'-) 
neurulation	(nŏŏr'ə-lā'shən, -yə-lā'-, nyŏŏr-') 
Neustria	(nōō'strē-ə, nyōō'-) 
neutralism	(nōō'trə-lĭz'əm, nyōō'-) 
neutrality	(nōō-trāl'ĭ-tē, nyōō-) 
neutralization	(nōō'trə-lĭ-zā'shən, nyōō'-) 
neutralize	(nōō'trə-līz', nyōō'-) 
neutralize	(n'trə-līz') 
neutral	(nōō'trəl, nyōō'-) 
neutral	(n'trəl) 
neutrino	(nōō-trē'nō, nyōō-) 
neutrino	(n-trē'nō) 
neutropenia	(nōō'trə-pē'nē-ə, nyōō'-) 
neutrophil	(nōō'trə-fĭl', nyōō'-) 
Nevada	(nə-vād'ə, -vä'də) 
névé	(nā-vā') 
never	(něv'ər) 
Nevis	(nē'vĭs, něv'ĭs) 
nevus	(nē'vəs) 
Newark	(nōō'ərk, nyōō'-) 
Newcastle	(nōō'kās'əl, nyōō'-) 
newcomer	(nōō'kŭm'ər, nyōō'-) 
newel	(nōō'əl, nyōō'-) 
newfangled	(nōō'fāng'gəld, nyōō'-) 
Newfoundland	(nōō'fən-lənd, -lānd', -fənd-, nyōō'-) 
Newfoundland	(nōō'fən-lənd, nyōō'-) 
newfound	(nōō'found', nyōō'-) 
Newly Independent States	(nōō'lē, nyōō'-) 
newly	(nōō'lē, nyōō'-) 
newlywed	(nōō'lē-wěd', nyōō'-) 
new	(nōō, nyōō) 
newsbreak	(nōōz'brāk', nyōōz'-) 
newscast	(nōōz'kāst', nyōōz'-) 
newsdealer	(nōōz'dē'lər, nyōōz'-) 
newsgathering	(nōōz'gāth'ər-ĭng, nyōōz'-) 
newsgirl	(nōōz'gûrl', nyōōz'-) 
newsgroup	(nōōz'grōōp', nyōōz'-) 
newshound	(nōōz'hound', nyōōz'-) 
newsletter	(nōōz'lět'ər, nyōōz'-) 
newsmagazine	(nōōz'māg'ə-zēn', nyōōz'-) 
newsmaker	(nōōz'mā'kər, nyōōz'-) 
newsmonger	(nōōz'mŭng'gər, -mŏng'-, nyōōz'-) 
news	(nōōz, nyōōz) 
newspapering	(nōōz'pā'pər-ĭng, nyōōz'-) 
newspaperman	(nōōz'pā'pər-mān', nyōōz'-) 
newspaper	(nōōz'pā'pər, nyōōz'-) 
newspaperwoman	(nōōz'pā'pər-wŏŏm'ən, nyōōz'-) 
newspeak	(nōō'spēk', nyōō'-) 
newsperson	(nōōz'pûr'sən, nyōōz'-) 
newsprint	(nōōz'prĭnt', nyōōz'-) 
newsreel	(nōōz'rēl', nyōōz'-) 
newsroom	(nōōz'rōōm', -rŏŏm', nyōōz'-) 
newsstand	(nōōz'stānd', nyōōz'-) 
newsweekly	(nōōz'wēk'lē, nyōōz'-) 
newswire	(nōōz'wīr', nyōōz'-) 
newswoman	(nōōz'wŏŏm'ən, nyōōz'-) 
newsworthy	(nōōz'wûr'thē, nyōōz'-) 
newsy	(nōō'zē, nyōō'-) 
newt	(nōōt, nyōōt) 
newton	(nōōt'n, nyōōt'n) 
Newton	(nōōt'n, nyōōt'n) 
newton	(nt'n) 
next	(někst) 
nexus	(něk'səs) 
ngultrum	(əng-gŭl'trəm) 
Nguni	(əng-gōō'nē) 
ngwee	(əng-gwē') 
Niamey	(nē-ä'mā, nyä-mā') 
nibble	(nĭb'əl) 
nib	(nĭb) 
Nicaragua	(nĭk'ə-rä'gwə) 
niccolite	(nĭk'ə-līt') 
Nice	(nēs) 
nice	(nīs) 
niche	(nĭch, nēsh) 
nickel	(nĭk'əl) 
nickelodeon	(nĭk'ə-lō'dē-ən) 
nicknack	(nĭk'nāk') 
nickname	(nĭk'nām') 
nick	(nĭk) 
nicotiana	(nĭ-kō'shē-ān'ə, -ä'nə, -ā'nə) 
nicotine	(nĭk'ə-tēn') 
nicotinism	(nĭk'ə-tē-nĭz'əm) 
nictitate	(nĭk'tĭ-tāt') 
nidate	(nī'dāt) 
niddering	(nĭd'ər-ĭng) 
nide	(nīd) 
nidify	(nĭd'ə-fī') 
nidus	(nī'dəs) 
niece	(nēs) 
niello	(nē-ěl'ō) 
nielsbohrium	(nēlz-bôr'ē-əm, -bōr'-) 
Nietzsche	(nē'chə, -chē) 
nifty	(nĭf'tē) 
Niger	(nī'jər, nē-zhâr') 
niggardly	(nĭg'ərd-lē) 
niggle	(nĭg'əl) 
niggling	(nĭg'lĭng) 
nigh	(nī) 
nightcap	(nīt'kāp') 
nightclothes	(nīt'klōz', -klōthz') 
nightclub	(nīt'klŭb') 
nightdress	(nīt'drěs') 
nightfall	(nīt'fôl') 
nightglow	(nīt'glō') 
nightgown	(nīt'goun') 
nighthawk	(nīt'hôk') 
nightingale	(nīt'n-gāl', nī'tĭng-) 
Nightingale	(nīt'n-gāl', nī'tĭng-) 
nightjar	(nīt'jär') 
nightlife	(nīt'līf') 
nightlong	(nīt'lông', -lŏng') 
nightmare	(nīt'mâr') 
night	(nīt) 
nightrider	(nīt'rī'dər) 
nightshade	(nīt'shād') 
nightshirt	(nīt'shûrt') 
nightspot	(nīt'spŏt') 
nightstand	(nīt'stānd') 
nightstick	(nīt'stĭk') 
nighttime	(nīt'tīm') 
nightwalker	(nīt'wô'kər) 
nightwear	(nīt'wâr') 
nigrescence	(nī-grěs'əns) 
nigrosine	(nī'grə-sēn', -sĭn) 
nihilism	(nī'ə-lĭz'əm, nē'-) 
nihility	(nī-hĭl'ĭ-tē, nē-) 
Nike	(nī'kē) 
Nile	(nīl) 
nill	(nĭl) 
nil	(nĭl) 
nimble	(nĭm'bəl) 
nimbostratus	(nĭm'bō-strāt'əs) 
nimbostratus	(nĭm'bō-strā'təs, -strāt'əs) 
NIMBY	(nĭm'bē) 
nim	(nĭm) 
nimrod	(nĭm'rŏd') 
nincompoop	(nĭn'kəm-pōōp', nĭng'-) 
ninebark	(nīn'bärk') 
nine	(nīn) 
nineteen	(nīn-tēn') 
nineteenth	(nīn-tēnth') 
ninetieth	(nīn'tē-ĭth) 
ninja	(nĭn'jə) 
ninny	(nĭn'ē) 
ninon	(nē'nŏn') 
ninth	(nīnth) 
niobium	(nī-ō'bē-əm) 
nipa	(nē'pə) 
nip	(nĭp) 
nipplewort	(nĭp'əl-wûrt', -wôrt') 
Nipponese	(nĭp'ə-nēz', -nēs') 
Nippon	(nĭ-pŏn', nĭp'ŏn, nē-pôn') 
nippy	(nĭp'ē) 
Nisan	(nĭs'ən, nē-sän') 
Nisei	(nē-sā', nē'sā') 
nisi	(nī'sī') 
nisus	(nī'səs) 
nite	(nīt) 
niter	(nī'tər) 
nit	(nĭt) 
nitpicking	(nĭt'pĭk'ĭng) 
nitpick	(nĭt'pĭk') 
nitrate	(nī'trāt') 
nitrate	(nī'trāt', -trĭt) 
nitre	(nī'tər) 
nitrification	(nī'trə-fĭ-kā'shən) 
