a	(ā) 
misunderstand	(mĭs'ŭn-dər-stānd') 
misusage	(mĭs-yōō'sĭj, -zĭj) 
misvalue	(mĭs-vāl'yōō) 
misword	(mĭs-wûrd') 
miswrite	(mĭs-rīt') 
mite	(mīt) 
miter	(mī'tər) 
miterwort	(mī'tər-wûrt', -wôrt') 
mithraeum	(mĭth'rē-əm)
Mithraeum	(mĭth'rē-əm)
Mithraism	(mĭth'rə-ĭz'əm, -rā-) 
mithridate	(mĭth'rĭ-dāt') 
mithridatism	(mĭth'rĭ-dā'tĭz'əm) 
miticide	(mī'tĭ-sīd') 
mitigate	(mĭt'ĭgāt') 
mitochondrion	(mī'tə-kŏn'drē-ən) 
mitogen	(mī'tə-jən) 
mitomycin	(mī'tə-mī'sĭn) 
mitosis	(mī-tō'sĭs) 
Mitra	(mĭt'rə) 
mitre	(mī'tər) 
mitt	(mĭt) 
Miwok	(mē'wŏk) 
mixer	(mĭk'sər) 
mix	(mĭks) 
mixology	(mĭk-sŏl'ə-jē) 
Mixtec	(mēs'těk) 
mizenmast	(mĭz'ən-məst, -māst')
mizen	(mĭz'ən)
mizzenmast	(mĭz'ən-məst, -māst')
mizzen	(mĭz'ən)
mizzle	(mĭz'əl) 
mnemonic	(nĭ-mŏn'ĭk) 
Mnemosyne	(nĭ-mŏs'ə-nē, -mŏz'-) 
moa	(mō'ə) 
moan	(mōn) 
moat	(mōt) 
mobile	(mō'bəl, -bēl', -bīl') 
Mobile	(mō-bēl', mō'bēl') 
mobility	(mō-bĭl'ĭ-tē) 
mobilize	(mō'bə-līz') 
mob	(mŏb) 
mobocracy	(mŏb-ŏk'rə-sē) 
moccasin	(mŏk'ə-sĭn) 
mocha	(mō'kə) 
mockingbird	(mŏk'ĭng-bûrd') 
mock	(mŏk) 
modacrylic	(mŏd'ə-krĭl'ĭk) 
modality	(mō-dāl'ĭ-tē) 
modal	(mōd'l) 
modeling	(mŏd'l-ĭng) 
model	(mŏd'l) 
modem	(mō'dəm) 
mode	(mōd) 
moderate	(mŏd'ər-ĭt) 
moderato	(mŏd'ə-rä'tō) 
moderator	(mŏd'ə-rā'tər) 
modernism	(mŏd'ər-nĭz'əm) 
modernity	(mŏ-dûr'nĭ-tē, mō-) 
modernize	(mŏd'ər-nīz') 
modern	(mŏd'ərn) 
modest	(mŏd'ĭst) 
modification	(mŏd'ə-fĭ-kā'shən) 
modifier	(mŏd'ə-fī'ər) 
modify	(mŏd'ə-fī') 
modillion	(mō-dĭl'yən) 
modiolus	(mō-dī'ə-ləs) 
modish	(mō'dĭsh) 
mod	(mŏd) 
Modoc	(mō'dŏk) 
modular	(mŏj'ə-lər) 
modulate	(mŏj'ə-lāt') 
modulation	(mŏj'ə-lā'shən) 
modulator	(mŏj'ə-lā'tər) 
modulus	(mŏj'ə-ləs) 
modus operandi	(mō'dəs ŏp'ə-rān'dē, -dī') 
Moghul	(mŏŏ-gŭl') 
mogul	(mō'gəl) 
Mogul	(mō'gəl, mō-gŭl') 
Mohammedanism	(mō-hām'ĭ-də-nĭz'əm) 
Mohammedan	(mō-hām'ĭ-dən) 
Mohawk	(mō'hôk') 
mohel	(mō'hěl, -ěl, moil) 
Mohs scale	(mōz) 
mohur	(mō'ər, mə-hŏŏr') 
moil	(moil) 
moiré	(mwä-rā', mô-) 
moire	(mwär, mwä-rā', môr, mô-rā') 
moisten	(moi'sən) 
moist	(moist) 
moisture	(mois'chər) 
moisturize	(mois'chə-rīz') 
moisturizer	(mois'chə-rī'zər) 
Mojave	(mō-hä'vē) 
mojo	(mō'jō') 
moke	(mōk) 
molality	(mō-lāl'ĭ-tē) 
molal	(mō'ləl) 
mola	(mō'lə) 
mola	(mō'lə, -lä) 
molarity	(mō-lār'ĭ-tē) 
molar	(mō'lər) 
molasses	(mə-lās'ĭz) 
Moldavia	(mŏl-dā'vē-ə, -dāv'yə, môl-) 
moldboard	(mōld'bôrd', -bōrd') 
molding	(mōl'dĭng) 
mold	(mōld) 
moldy	(mōl'dē) 
Molech	(mō'lěk', mŏl'ək) 
molecular	(mə-lěk'yə-lər) 
molecule	(mŏl'ĭ-kyl') 
molecule	(mŏl'ĭ-kyōōl') 
molehill	(mōl'hĭl') 
mole	(mōl) 
mole	(mō'lā') 
moleskin	(mōl'skĭn') 
molest	(mə-lěst') 
Molise	(mō'lĭ-zā') 
mollify	(mŏl'ə-fī') 
moll	(mŏl) 
molluscicide	(mə-lŭs'kĭ-sīd') 
mollusc	(mŏl'əsk)
molluscoid	(mə-lŭs'koid) 
molluscum	(mə-lŭs'kəm) 
molluskan	(mə-lŭs'kən) 
mollusk	(mŏl'əsk)
mollycoddle	(mŏl'ē-kŏd'l) 
moloch	(mō'lŏk', mŏl'ək) 
Moloch	(mō'lŏk', mŏl'ək) 
molt	(mōlt) 
molto	(mōl'tō) 
molybdenite	(mə-lĭb'də-nīt') 
molybdenum	(mə-lĭb'də-nəm) 
moly	(mō'lē) 
momentary	(mō'mən-těr'ē) 
momently	(mō'mənt-lē) 
momentous	(mō-měn'təs) 
momentum	(mō-měn'təm) 
momma	(mä'mə)
momma	(mä'mə) 
mom	(mŏm) 
mommy	(mŏm'ē) 
Momus	(mō'məs) 
monachism	(mŏn'ə-kĭz'əm) 
Monaco	(mŏn'ə-kō', mə-nä'kō) 
monad	(mō'nād') 
monadnock	(mə-nād'nŏk') 
monandry	(mə-nān'drē) 
Monarchianism	(mə-när'kē-ə-nĭz'əm) 
monarchism	(mŏn'ər-kĭz'əm, -är'-) 
monarchy	(mŏn'ər-kē, -är'-) 
monastery	(mŏn'ə-stěr'ē) 
monasticism	(mə-nās'tĭ-sĭz'əm) 
monastic	(mə-nās'tĭk) 
monazite	(mŏn'ə-zīt') 
Monck	(mŭngk)
Monday	(mŭn'dē, -dā') 
mondo	(mŏn'dō') 
Monégasque	(mô-nā-gāsk') 
monensin	(mō-něn'sĭn) 
monetarism	(mŏn'ĭ-tə-rĭz'əm, mŭn'-) 
monetize	(mŏn'ĭ-tīz', mŭn'-) 
moneybag	(mŭn'ē-bāg') 
moneychanger	(mŭn'ē-chān'jər) 
moneygrubber	(mŭn'ē-grŭb'ər) 
moneylender	(mŭn'ē-lěn'dər) 
moneymaking	(mŭn'ē-mā'kĭng) 
moneyman	(mŭn'ē-mān') 
money	(mŭn'ē) 
moneywort	(mŭn'ē-wûrt', -wôrt') 
monger	(mŭng'gər, mŏng'-) 
Mongolian	(mŏng-gō'lē-ən, -gōl'yən, mŏn-) 
Mongol	(mŏng'gəl, -gōl', mŏn'-) 
Mongoloid	(mŏng'gə-loid', mŏn'-) 
mongo	(mŏng'gō) 
mongoose	(mŏng'gōōs', mŏn'-) 
mongrelize	(mŭng'grə-līz', mŏng'-) 
mongrel	(mŭng'grəl, mŏng'-) 
monicker	(mŏn'ĭ-kər)
moniker	(mŏn'ĭ-kər)
moniliasis	(mō'nə-lī'ə-sĭs, mŏn'ə-) 
monition	(mō-nĭsh'ən, mə-) 
monitor	(mŏn'ĭ-tər) 
monitory	(mŏn'ĭ-tôr'ē, -tōr'ē) 
monkeyshine	(mŭng'kē-shīn') 
monkfish	(mŭngk'fĭsh') 
monkhood	(mŭngk'hŏŏd') 
monkish	(mŭng'kĭsh) 
monk	(mŭngk) 
Monk	(mŭngk)
Monk	(mŭngk) 
monkshood	(mŭngks'hŏŏd') 
mon	(mŏn) 
Mon	(mōn) 
monoacid	(mŏn'ō-ās'ĭd) 
monoamine	(mŏn'ō-ām'ēn, -ə-mēn') 
monobasic	(mŏn'ə-bā'sĭk) 
monocarp	(mŏn'ə-kärp') 
Monoceros	(mə-nŏs'ər-əs) 
monochasium	(mŏn'ə-kā'zē-əm, -zhē-) 
monochord	(mŏn'ə-kôrd') 
monochromatic	(mŏn'ə-krō-māt'ĭk) 
monochromatism	(mŏn'ə-krō'mə-tĭz'əm) 
monochromat	(mŏn'ə-krō'māt) 
monochrome	(mŏn'ə-krōm') 
monocline	(mŏn'ə-klīn') 
monoclonal	(mŏn'ə-klō'nəl) 
monocoque	(mŏn'ə-kōk', -kŏk') 
monocot	(mŏn'ə-kŏt'l-ēd'n) 
monocotyledon	(mŏn'ə-kŏt'l-ēd'n)
monocotyledon	(mŏn'ə-kŏt'l-ēd'n) 
monocracy	(mŏ-nŏk'rə-sē, mə-) 
monocular	(mŏ-nŏk'yə-lər, mə-) 
monoculture	(mŏn'ə-kŭl'chər) 
monocycle	(mŏn'ə-sī'kəl) 
monocyte	(mŏn'ə-sīt') 
monocytosis	(mŏn'ə-sī-tō'sĭs) 
monodrama	(mŏn'ə-drä'mə, -drām'ə) 
monody	(mŏn'ə-dē) 
monoecious	(mə-nē'shəs) 
monoester	(mŏn'ō-ěs'tər) 
monofilament	(mŏn'ə-fĭl'ə-mənt) 
monogamy	(mə-nŏg'ə-mē) 
monogenean	(mŏn'ə-jē'nē-ən) 
monogenesis	(mŏn'ə-jěn'ĭ-sĭs) 
monogenism	(mə-nŏj'ə-nĭz'əm) 
monoglot	(mŏn'ə-glŏt') 
monogram	(mŏn'ə-grām') 
monograph	(mŏn'ə-grāf') 
monogyny	(mə-nŏj'ə-nē) 
monohybrid	(mŏn'ō-hī'brĭd) 
monohydrate	(mŏn'ō-hī'drāt') 
monolayer	(mŏn'ō-lā'ər) 
monolingual	(mŏn'ə-lĭng'gwəl) 
monolith	(mŏn'ə-lĭth') 
monomania	(mŏn'ə-mā'nē-ə, -mān'yə) 
monometallism	(mŏn'ō-mět'l-ĭz'əm) 
monometer	(mə-nŏm'ĭ-tər) 
monomial	(mŏ-nō'mē-əl) 
monomial	(mŏ-nō'mē-əl, mə-) 
mono	(mŏn'ō) 
monomorphic	(mŏn'ō-môr'fĭk) 
mononuclear	(mŏn'ō-nōō'klē-ər, -nyōō'-) 
mononucleosis	(mŏn'ō-n'klē-ō'sĭs) 
mononucleosis	(mŏn'ō-nōō'klē-ō'sĭs, -nyōō-) 
mononucleotide	(mŏn'ō-nōō'klē-ə-tīd', -nyōō'-) 
monophagous	(mə-nŏf'ə-gəs) 
monophobia	(mŏn'ō-fō'bē-ə) 
monophony	(mə-nŏf'ə-nē) 
monophthong	(mŏn'əf-thông', -thŏng') 
monophyletic	(mŏn'ō-fī-lět'ĭk) 
Monophysite	(mə-nŏf'ə-sīt') 
monoplane	(mŏn'ə-plān') 
monoplegia	(mŏn'ə-plē'jē-ə, -plē'jə) 
monoploid	(mŏn'ə-ploid') 
monopode	(mŏn'ə-pōd') 
monopodium	(mŏn'ə-pō'dē-əm) 
monopole	(mŏn'ə-pōl') 
monopolize	(mə-nŏp'ə-līz') 
monopoly	(mə-nŏp'ə-lē) 
monopropellant	(mŏn'ō-prə-pěl'ənt) 
monopsony	(mə-nŏp'sə-nē) 
monorail	(mŏn'ə-rāl') 
monosaccharide	(mŏn'ə-sāk'ə-rīd') 
monosaccharide	(mŏn'ə-sāk'ə-rīd', -rĭd) 
monosodium glutamate	(mŏn'ə-sō'dē-əm) 
monosodium glutamate	(mŏn'ə-sō'dē-əm gl'tə-māt') 
monosome	(mŏn'ə-sōm') 
monostich	(mŏn'ə-stĭk') 
monostome	(mŏn'ə-stōm') 
monosyllable	(mŏn'ə-sĭl'ə-bəl) 
monotheism	(mŏn'ə-thē-ĭz'əm) 
monotint	(mŏn'ə-tĭnt') 
monotone	(mŏn'ə-tōn') 
monotonous	(mə-nŏt'n-əs) 
monotony	(mə-nŏt'n-ē) 
monotreme	(mŏn'ə-trēm') 
monotype	(mŏn'ə-tīp') 
Monotype	(mŏn'ə-tīp') 
monovalent	(mŏn'ə-vā'lənt) 
monoxide	(mə-nŏk'sīd') 
Monroe	(mən-rō') 
Monseigneur	(môɴ-sě-nyɶr') 
Monsieur	(mə-syɶ') 
monstrance	(mŏn'strəns) 
monstrosity	(mŏn-strŏs'ĭ-tē) 
monstrous	(mŏn'strəs) 
Montagnais	(mŏn'tən-yā') 
Montana	(mŏn-tān'ə) 
monteith	(mŏn-tēth') 
monte	(mŏn'tē) 
Montenegrin	(mŏn'tə-něg'rĭn, -nē'grĭn) 
Montenegro	(mŏn'tə-něg'rō, -nē'grō) 
Montevideo	(mŏn'tə-vĭ-dā'ō, -vĭd'ē-ō', mōn'tě-vē-dě'ō) 
Montgolfier	(mŏnt-gŏl'fē-ər, môɴ-gôl-fyā') 
Montgomery	(mŏnt-gŭm'ə-rē, -gŭm'rē) 
month	(mŭnth) 
monticule	(mŏn'tĭ-kyl') 
monticule	(mŏn'tĭ-kyōōl') 
Montpelier	(mŏnt-pēl'yər) 
Montserrat	(mŏnt'sə-rāt') 
monumentalize	(mŏn'yə-měn'tl-īz') 
monumental	(mŏn'yə-měn'tl) 
monument	(mŏn'yə-mənt) 
monzonite	(mŏn-zō'nīt', mŏn'zə-nīt') 
mooch	(mōōch) 
mood	(mōōd) 
moody	(mōō'dē) 
Moody	(mōō'dē) 
moolah	(mōō'lə)
moola	(mōō'lə)
moo	(mōō) 
MOO	(mōō) 
moonbeam	(mōōn'bēm') 
mooncalf	(mōōn'kāf', -käf') 
moonfish	(mōōn'fĭsh') 
moonflower	(mōōn'flou'ər) 
Moonie	(mōō'nē) 
moonlight	(mōōn'līt') 
moon	(mn) 
moon	(mōōn) 
Moon	(mōōn) 
moonquake	(mōōn'kwāk') 
moonrise	(mōōn'rīz') 
moonscape	(mōōn'skāp') 
moonseed	(mōōn'sēd') 
moonshine	(mōōn'shīn') 
moonstone	(mōōn'stōn') 
moonstruck	(mōōn'strŭk') 
moonwalk	(mōōn'wôk') 
moonwort	(mōōn'wûrt', -wŏrt') 
moony	(mōō'nē) 
moorfowl	(mŏŏr'foul') 
moorland	(mŏŏr'lānd') 
moor	(mŏŏr) 
Moor	(mŏŏr) 
moosebird	(mōōs'bûrd') 
moose	(mōōs) 
moosewood	(mōōs'wŏŏd') 
moot	(mōōt) 
mopboard	(mŏp'bôrd', -bōrd') 
moped	(mō'pěd') 
mope	(mōp) 
mop	(mŏp) 
moquette	(mō-kět') 
moralism	(môr'ə-lĭz'əm, mŏr'-) 
moralist	(môr'ə-lĭst, mŏr'-) 
morality	(mə-rāl'ĭ-tē, mô-) 
moralize	(môr'ə-līz', mŏr'-) 
moral	(môr'əl, mŏr'-) 
mora	(môr'ə, mōr'ə) 
moratorium	(môr'ə-tôr'ē-əm, -tōr'-, mŏr'-) 
moray	(môr'ā, mə-rā') 
morbidity	(môr-bĭd'ĭ-tē) 
morbid	(môr'bĭd) 
mordacious	(môr-dā'shəs) 
mordant	(môr'dnt) 
morel	(mə-rěl', mô-) 
more	(môr, mōr) 
More	(môr, mōr) 
Moresque	(mô-rěsk', mə-) 
morganite	(môr'gə-nīt') 
Morgan	(môr'gən) 
moribund	(môr'ə-bŭnd', mŏr'-) 
Mormon	(môr'mən) 
morn	(môrn) 
Moro	(môr'ō, mōr'ō) 
Morón	(mō-rōn') 
moron	(môr'ŏn', mōr'-) 
morose	(mə-rōs', mô-) 
morphallaxis	(môr'fə-lāk'sĭs) 
morpheme	(môr'fēm') 
morphine	(môr'fēn') 
morphinism	(môr'fē-nĭz'əm, môr'fə-) 
morph	(môrf) 
morphogenesis	(môr'fō-jěn'ĭ-sĭs) 
morphogen	(môr'fō-jěn') 
morphology	(môr-fŏl'ə-jē) 
morphophonemics	(môr'fō-fə-nē'mĭks) 
morphosis	(môr-fō'sĭs) 
Morse	(môrs) 
Mörs	(mɶrs) 
mortadella	(môr'tə-děl'ə) 
mortality	(môr-tāl'ĭ-tē) 
mortal	(môr'tl) 
mortarboard	(môr'tər-bôrd', -bōrd') 
mortgagee	(môr'gĭ-jē') 
mortgage	(môr'gĭj) 
mortgagor	(môr'gĭ-jôr', môr'gĭ-jər) 
mortician	(môr-tĭsh'ən) 
mortification	(môr'tə-fĭ-kā'shən) 
mortmain	(môrt'mān') 
mort	(môrt) 
Morton	(môr'tn) 
mortuary	(môr'chōō-ěr'ē) 
morula	(môr'yə-lə, môr'ə-) 
mosaicism	(mō-zā'ĭ-sĭz'əm) 
mosaic	(mō-zā'ĭk) 
Mosaic	(mō-zā'ĭk) 
mosasaur	(mō'sə-sôr') 
moschatel	(mŏs'kə-těl', mŏs'kə-těl') 
Moscow	(mŏs'kou, -kō) 
Moses	(mō'zĭz, -zĭs) 
mosey	(mō'zē) 
mosh	(mŏsh) 
Moslem	(mŏz'ləm, mŏs'-) 
mosquito	(mə-skē'tō) 
Mosquito	(mə-skē'tō) 
mossback	(môs'bāk', mŏs'-) 
mossbunker	(môs'bŭng'kər, mŏs'-) 
moss	(môs) 
moss	(môs, mŏs) 
mossy	(mô'sē, mŏs'ē) 
mostaccioli	(mô-stä'chə-lē', -stät'chō-) 
most	(mōst) 
motel	(mō-těl') 
mote	(mōt) 
motet	(mō-tět') 
mothball	(môth'bôl', mŏth'-) 
motherboard	(mŭ'ər-bôrd') 
motherboard	(mŭth'ər-bôrd', -bōrd') 
motherfucker	(mŭth'ər-fŭk'ər) 
motherhood	(mŭth'ər-hŏŏd') 
motherhouse	(mŭth'ər-hous') 
mothering	(mŭth'ər-ĭng) 
motherland	(mŭth'ər-lānd') 
motherless	(mŭth'ər-ləs') 
motherly	(mŭth'ər-lē) 
mother	(mŭth'ər) 
motherwort	(mŭth'ər-wûrt', -wôrt') 
moth	(môth, mŏth) 
mothproof	(môth'prōōf', mŏth'-) 
mothy	(mô'thē, mŏth'ē) 
motif	(mō-tēf') 
motile	(mōt'l, mō'tīl') 
motionless	(mō'shən-lĭs) 
motivate	(mō'tə-vāt') 
motivation	(mō'tə-vā'shən) 
motivity	(mō-tĭv'ĭ-tē) 
mot	(mō) 
motocross	(mō'tō-krôs', -krŏs') 
motoneuron	(mō'tə-nŏŏr'ŏn', -nyŏŏr'-) 
motorbike	(mō'tər-bīk') 
motorboat	(mō'tər-bōt') 
motorbus	(mō'tər-bŭs') 
motorcade	(mō'tər-kād') 
motorcar	(mō'tər-kär') 
motorcycle	(mō'tər-sī'kəl) 
motorist	(mō'tər-ĭst) 
motorize	(mō'tə-rīz') 
motorman	(mō'tər-mən) 
motor	(mō'tər) 
motorway	(mō'tər-wā') 
Motrin	(mō'trĭn) 
motte	(mŏt) 
mottle	(mŏt'l) 
Mott	(mŏt) 
motto	(mŏt'ō) 
mouch	(mōōch) 
moue	(mōō) 
moujik	(mōō-zhēk', -zhĭk')
moulding	(mōl'dĭng) 
mould	(mōld) 
moult	(mōlt) 
moundbird	(mound'bûrd') 
mound	(mound) 
mountaineering	(moun'tn-ēr'ĭng) 
mountaineer	(moun'tə-nîr') 
mountain	(moun'tən) 
mountainside	(moun'tən-sīd') 
Mountain Standard Time	(moun'tən) 
mountaintop	(moun'tən-tŏp') 
mountebank	(moun'tə-bāngk') 
mounting	(moun'tĭng) 
mount	(mount) 
Mounty	(moun'tē) 
mournful	(môrn'fəl, mōrn'-) 
mourning	(môr'nĭng, mōr'-) 
mourn	(môrn, mōrn) 
mouse	(mous) 
mousetrap	(mous'trāp') 
moussaka	(mōō-sä'kə, mōō'sä-kä') 
mousseline	(mōōs-lēn') 
moustache	(mŭs'tāsh', mə-stāsh') 
moustachio	(mə-stāch'ō, -stāsh'ē-ōd', -stä'shōd, -shē-ō') 
mouthbreeder	(mouth'brē'dər) 
mouthful	(mouth'fŏŏl') 
mouthing	(mou'thĭng) 
mouth	(mouth) 
mouthpart	(mouth'pärt') 
mouthpiece	(mouth'pēs') 
mouthwash	(mouth'wŏsh', -wôsh') 
mouthy	(mou'thē, -thē) 
moveable	(mōō'və-bəl) 
movement	(mōōv'mənt) 
move	(mōōv) 
mover	(mōō'vər) 
moviedom	(mōō'vē-dəm) 
moviegoer	(mōō'vē-gō'ər) 
moviemaker	(mōō'vē-mā'kər) 
movie	(mōō'vē) 
moving	(mōō'vĭng) 
mow	(mō) 
mow	(mou) 
moxa	(mŏk'sə) 
moxibustion	(mŏk'sĭ-bŭs'chən) 
moxie	(mŏk'sē) 
Mozambique	(mō'zəm-bēk', -zām-) 
Mozart	(mōt'särt) 
mozetta	(mō-zět'ə, mōt-sět'tä)
mozo	(mō'zō) 
mozzarella	(mŏt'sə-rěl'ə, mōt'-) 
mozzetta	(mō-zět'ə, mōt-sět'tä)
MP	(ěm'pē') 
MRI	(ěm'är'ī') 
much	(mŭch) 
muchness	(mŭch'nĭs) 
mucilage	(myōō'sə-lĭj) 
mucin	(myōō'sĭn) 
muckamuck	(mŭk'ə-mŭk') 
muck	(mŭk) 
muckrake	(mŭk'rāk') 
muckworm	(mŭk'wûrm') 
mucopeptide	(myōō'kō-pěp'tīd) 
mucopolysaccharide	(my'kō-pŏl'ē-sāk'ə-rīd') 
mucopolysaccharide	(myōō'kō-pŏl'ē-sāk'ə-rīd') 
mucoprotein	(myōō'kō-prō'tēn', -prō'tē-ĭn) 
mucoviscidosis	(myōō'kō-vĭs'ĭ-dō'sĭs) 
mucro	(myōō'krō) 
mucronate	(myōō'krə-nāt') 
mucus	(my'kəs) 
mucus	(myōō'kəs) 
muddy	(mŭd'ē) 
mudguard	(mŭd'gärd') 
mud	(mŭd) 
MUD	(mŭd) 
mudra	(mə-drä') 
mudsill	(mŭd'sĭl') 
mudskipper	(mŭd'skĭp'ər) 
mudslide	(mŭd'slīd') 
mudslinger	(mŭd'slĭng'ər) 
mudstone	(mŭd'stōn') 
Muenster	(mŭn'stər, mŏŏn'-)
muffle	(mŭf'əl) 
muff	(mŭf) 
muffuletta	(mŭ'fə-lŏt'ə, -lět'-) 
mufti	(mŭf'tē) 
mufti	(mŭf'tē, mŏŏf'-) 
muggy	(mŭg'ē) 
Mughal	(mōō-gŭl') 
mug	(mŭg) 
mugwump	(mŭg'wŭmp') 
Muhammadanism	(mŏŏ-hām'ĭ-də-nĭz'əm) 
Muhammadan	(mŏŏ-hām'ĭ-dən) 
Muir	(myŏŏr) 
mujik	(mōō-zhēk', -zhĭk')
mujik	(mōō-zhēk', -zhĭk') 
Mukden	(mŏŏk'dən, -děn', mōōk'-) 
mulberry	(mŭl'běr'ē, -bə-rē) 
mulch	(mŭlch) 
mulct	(mŭlkt) 
mule	(myōōl) 
muleskinner	(myōōl'skĭn'ər) 
muleteer	(myōō'lə-tîr') 
muley	(myōō'lē, mŏŏl'ē, mōō'lē) 
muliebrity	(myōō'lē-ěb'rĭ-tē) 
mulish	(myōō'lĭsh) 
mulligan	(mŭl'ĭ-gən) 
Mulligan	(mŭl'ĭ-gən) 
mulligatawny	(mŭl'ĭ-gə-tô'nē) 
mull	(mŭl) 
Mull	(mŭl) 
multicellular	(mŭl'tē-sěl'yə-lər, -tī-) 
multicolored	(mŭl'tĭ-kŭl'ərd) 
multicultural	(mŭl'tē-kŭl'chər-əl, -tī-) 
multidimensional	(mŭl'tĭ-dĭ-měn'shə-nəl) 
multifarious	(mŭl'tə-fâr'ē-əs) 
multifoil	(mŭl'tə-foil') 
multiform	(mŭl'tə-fôrm') 
multigravida	(mŭl'tĭ-grāv'ĭ-də) 
multilateral	(mŭl'tĭ-lāt'ər-əl) 
multilingual	(mŭl'tē-lĭng'gwəl, -tī-) 
multimedia	(mŭl'tē-mē'dē-ə, -tī-) 
multimeter	(mŭl-tĭm'ĭ-tər) 
multimillionaire	(mŭl'tē-mĭl'yə-nâr', -tī-) 
multinational	(mŭl'tē-nāsh'ə-nəl, -nāsh'nəl, -tī-) 
multinomial	(mŭl'tĭ-nō'mē-əl) 
multipara	(mŭl-tĭp'ər-ə) 
multiparous	(mŭl-tĭp'ər-əs) 
multiped	(mŭl'tə-pěd') 
multiple	(mŭl'tə-pəl) 
multiplet	(mŭl'tə-plět', -plĭt) 
multiplex	(mŭl'tə-plěks') 
multiplicand	(mŭl'tə-plĭ-kānd') 
multiplicate	(mŭl-tĭp'lĭ-kĭt) 
multiplication	(mŭl'tə-plĭ-kā'shən) 
multiplicity	(mŭl'tə-plĭs'ĭ-tē) 
multiplier	(mŭl'tə-plī'ər) 
multiply	(mŭl'tə-plē') 
multiply	(mŭl'tə-plī') 
multipolar	(mŭl'tə-pō'lər) 
multiprocessing	(mŭl'tē-prŏs'ěs'ĭng, -prō'sěs'ĭng, -ə-sĭng, -tī-) 
multiracialism	(mŭl'tē-rā'shə-lĭz'əm, -tī-) 
multistage	(mŭl'tĭ-stāj') 
multistory	(mŭl'tĭ-stôr'ē, -stōr'ē) 
multitasking	(mŭl'tē-tās'kĭng) 
multitasking	(mŭl'tē-tās'kĭng, -tī-) 
multitrack	(mŭl'tĭ-trāk') 
multitude	(mŭl'tĭ-tōōd', -tyōōd') 
multitudinous	(mŭl'tĭ-tōōd'n-əs, -tyōōd'-) 
multivalent	(mŭl'tĭ-vā'lənt, mŭl-tĭv'ə-lənt) 
multiversity	(mŭl'tĭ-vûr'sĭ-tē) 
multivitamin	(mŭl'tə-vī'tə-mĭn) 
mumble	(mŭm'bəl) 
mummichog	(mŭm'ĭ-chŏg') 
mummify	(mŭm'ə-fī') 
mum	(mŭm) 
mummy	(mŭm'ē) 
mu	(myōō, mōō) 
Münchhausen	(münKH'hou'zən) 
munchies	(mŭn'chēz) 
munchkin	(mŭnch'kĭn) 
Munch	(mŏŏngk) 
munch	(mŭnch) 
Munda	(mŏŏn'də) 
mundane	(mŭn-dān', mŭn'dān') 
Munich	(myōō'nĭk) 
municipality	(myōō-nĭs'ə-pāl'ĭ-tē) 
municipalize	(myōō-nĭs'ə-pə-līz') 
municipal	(myōō-nĭs'ə-pəl) 
munificent	(myōō-nĭf'ĭ-sənt) 
muniment	(myōō'nə-mənt) 
muni	(myōō'nē) 
munition	(myōō-nĭsh'ən) 
Munro, Hector Hugh Pen name Saki	(sä'kē) 
Munro	(mən-rō') 
Munster	(mŭn'stər, mŏŏn'-)
muon	(my'ŏn') 
muon	(myōō'ŏn') 
mural	(myŏŏr'əl) 
murderer	(mûr'dər-ər) 
murderess	(mûr'dər-ĭs) 
murderous	(mûr'dər-əs) 
murex	(myŏŏr'ěks) 
Mur	(mŏŏr) 
murmur	(mûr'mər) 
Murphy	(mûr'fē) 
Murray	(mûr'ē) 
murre	(mûr) 
Muscadet	(mŭs'kə-dā') 
muscadine	(mŭs'kə-dīn', -dĭn) 
Musca	(mŭs'kə) 
muscarine	(mŭs'kə-rēn') 
muscatel	(mŭs'kə-těl') 
muscat	(mŭs'kāt', -kət) 
Muscat	(mŭs'kāt', -kət, məs-kät') 
muscle	(mŭs'əl) 
muscovite	(mŭs'kə-vīt') 
Muscovite	(mŭs'kə-vīt') 
muscular	(mŭs'kyə-lər) 
musculature	(mŭs'kyə-lə-chŏŏr') 
muse	(myōōz) 
Muse	(myōōz) 
museology	(myōō'zē-ŏl'ə-jē) 
mush	(mŭsh) 
mushroom	(mŭsh'rm') 
mushroom	(mŭsh'rōōm', -rŏŏm') 
mushy	(mŭsh'ē, mŏŏsh'ē) 
musicale	(myōō'zĭ-kāl') 
musicality	(myōō'zĭ-kāl'ĭ-tē) 
musicalize	(myōō'zĭ-kə-līz') 
musician	(myōō-zĭsh'ən) 
music	(myōō'zĭk) 
musicology	(myōō'zĭ-kŏl'ə-jē) 
musing	(myōō'zĭng) 
muskellunge	(mŭs'kə-lŭnj')
muskelunge	(mŭs'kə-lŭnj')
musketeer	(mŭs'kĭ-tîr') 
musketry	(mŭs'kĭ-trē) 
Muskhogean	(mŭs-kō'gē-ən) 
muskie	(mŭs'kē)
muskmelon	(mŭsk'měl'ən) 
musk	(mŭsk) 
muskrat	(mŭs'krāt') 
muskroot	(mŭsk'rōōt', -rŏŏt') 
musky	(mŭs'kē)
musky	(mŭs'kē) 
Muslim	(mŭz'ləm, mŏŏz'-, mŭs'-, mŏŏs'-) 
musquash	(mŭs'kwŏsh', -kwôsh') 
muss	(mŭs) 
Mussolini	(mōō'sə-lē'nē, mŏŏs'ə-, mōōs'sō-) 
