a	(ā) 
homosexual	(hō'mə-sěk'shōō-əl, -mō-) 
homosexuality	(hō'mə-sěk'shōō-āl'ĭ-tē, -mō-) 
homosporous	(hō'mə-spôr'əs, -spōr'-, hŏm'ə-, hō-mŏs'pər-əs) 
homostyled	(hō'mō-stīld') 
homotaxis	(hō'mō-tāk'sĭs, hŏm'ō-) 
homothallic	(hō'mō-thāl'ĭk, hŏm'ō-) 
homozygosis	(hō'mō-zī-gō'sĭs, -mə-, hŏm'ə-) 
homozygote	(hō'mō-zī'gōt', -mə-, hŏm'ə-) 
homozygous	(hō'mō-zī'gəs) 
homozygous	(hō'mō-zī'gəs, -mə-, hŏm'ə-) 
homunculus	(hō-mŭng'kyə-ləs, hə-) 
homy	(hō'mē) 
Honduras	(hŏn-dŏŏr'əs, -dyŏŏr'-) 
hone	(hōn) 
honestly	(ŏn'ĭst-lē) 
honesty	(ŏn'ĭ-stē) 
honewort	(hōn'wûrt', -wôrt') 
honeybee	(hŭn'ē-bē') 
honeycomb	(hŭn'ē-kōm') 
honeycreeper	(hŭn'ē-krē'pər) 
honeydew	(hŭn'ē-dōō', -dyōō') 
honeyeater	(hŭn'ē-ē'tər) 
honey	(hŭn'ē) 
honeymoon	(hŭn'ē-mōōn') 
honeysuckle	(hŭn'ē-sŭk'əl) 
honkey	(hông'kē, hŏng'-)
honk	(hôngk, hŏngk) 
honkie	(hông'kē, hŏng'-)
honky	(hông'kē, hŏng'-)
Honolulu	(hŏn'ə-lōō'lōō, hō'nō-) 
honorable	(ŏn'ər-ə-bəl) 
honorarium	(ŏn'ə-râr'ē-əm) 
honorary	(ŏn'ə-rěr'ē) 
honoree	(ŏn'ə-rē') 
honorific	(ŏn'ə-rĭf'ĭk) 
honor	(ŏn'ər) 
Honshu	(hŏn'shōō) 
Hooch	(hōKH) 
hooch	(hōōch) 
hood	(hŏŏd) 
Hood	(hŏŏd) 
hoodlum	(hōōd'ləm, hŏŏd'-) 
hoodmold	(hŏŏd'mōld') 
hoodoo	(hōō'dōō) 
hoodwink	(hŏŏd'wĭngk') 
hooey	(hōō'ē) 
hoofbeat	(hŏŏf'bēt', hōōf'-) 
hoof	(hŏŏf, hōōf) 
hookah	(hŏŏk'ə) 
hooked	(hŏŏkt) 
hook	(hŏŏk) 
hooknose	(hŏŏk'nōz') 
hookworm	(hk'wûrm') 
hookworm	(hŏŏk'wûrm') 
hooky	(hŏŏk'ē) 
hooligan	(hōō'lĭ-gən) 
hooper	(hōō'pər, hŏŏp'ər) 
hoop	(hōōp, hŏŏp) 
hoopla	(hōōp'lä', hŏŏp'-) 
hoopoe	(hōō'pōō, -pō) 
hooray	(hŏŏ-rā', hə-) 
hoosegow	(hōōs'gou') 
Hoosier	(hōō'zhər) 
hootch	(hōōch) 
hootenanny	(hōōt'n-ān'ē) 
hooter	(hōō'tər) 
hoot	(hōōt) 
hoot	(hōōt, ōōt) 
Hoover	(hōō'vər) 
Hooverville	(hōō'vər-vĭl') 
hopeful	(hōp'fəl) 
hope	(hōp) 
hopeless	(hōp'lĭs) 
hophead	(hŏp'hěd') 
hop	(hŏp) 
Hopi	(hō'pē) 
hoplite	(hŏp'līt') 
hopper	(hŏp'ər) 
Hopper	(hŏp'ər) 
hopsacking	(hŏp'sāk'ĭng) 
hopscotch	(hŏp'skŏch') 
horary	(hôr'ə-rē, hōr'-) 
horde	(hôrd, hōrd) 
horehound	(hôr'hound', hōr'-) 
horizon	(hə-rī'zən) 
horizontal	(hôr'ĭ-zŏn'tl, hŏr'-) 
hormogonium	(hôr'mə-gō'nē-əm) 
hormone	(hôr'mōn') 
hornbeam	(hôrn'bēm') 
hornbill	(hôrn'bĭl') 
hornblende	(hôrn'blěnd') 
hornbook	(hôrn'bŏŏk') 
hornet	(hôr'nĭt) 
hornfels	(hôrn'fělz') 
horn	(hôrn) 
Horn	(hôrn) 
horning	(hôr'nĭng) 
hornito	(hôr-nē'tō) 
hornpipe	(hôrn'pīp') 
hornpout	(hôrn'pout') 
hornswoggle	(hôrn'swŏg'əl) 
horntail	(hôrn'tāl') 
hornworm	(hôrn'wûrm') 
hornwort	(hôrn'wûrt', -wôrt') 
horny	(hôr'nē) 
horologe	(hôr'ə-lōj', hŏr'-) 
horologist	(hô-rŏl'ə-jĭst) 
Horologium	(hôr'ə-lō'jē-əm, hŏr'-) 
horology	(hô-rŏl'ə-jē) 
horoscope	(hôr'ə-skōp', hŏr'-) 
horrible	(hôr'ə-bəl, hŏr'-) 
horrid	(hôr'ĭd, hŏr'-) 
horrify	(hôr'ə-fī', hŏr'-) 
horripilation	(hô-rĭp'ə-lā'shən, hŏ-) 
horror	(hôr'ər, hŏr'-) 
horseback	(hôrs'bāk') 
horseflesh	(hôrs'flěsh') 
horsehair	(hôrs'hâr') 
horsehide	(hôrs'hīd') 
horse	(hôrs) 
horselaugh	(hôrs'lāf', -läf') 
horseleech	(hôrs'lēch') 
horseman	(hôrs'mən) 
horsemanship	(hôrs'mən-shĭp') 
horsemint	(hôrs'mĭnt') 
horseplayer	(hôrs'plā'ər) 
horseplay	(hôrs'plā') 
horsepower	(hôrs'pou'ər) 
horse race	(hôrs'rās')
horserace	(hôrs'rās')
horseradish	(hôrs'rād'ĭsh) 
horseshit	(hôrs'shĭt', hôrsh'-) 
horseshoe	(hôrs'shōō', hôrsh'-) 
horsetail	(hôrs'tāl') 
horseweed	(hôrs'wēd') 
horsewhip	(hôrs'hwĭp', -wĭp') 
horsewoman	(hôrs'wŏŏm'ən) 
horst	(hôrst) 
horticulture	(hôr'tĭ-kŭl'chər) 
Horus	(hôr'əs, hōr'-) 
Hosea	(hō-zē'ə, -zā'ə) 
hose	(hōz) 
hosel	(hō'zəl) 
hoser	(hōz'ər) 
hosey	(hō'zē) 
hosiery	(hō'zhə-rē) 
hospice	(hŏs'pĭs) 
hospital	(hŏs'pĭ-tl, -pĭt'l) 
hospitality	(hŏs'pĭ-tāl'ĭ-tē) 
hospitalization	(hŏs'pĭ-tl-ĭ-zā'shən) 
hospitalize	(hŏs'pĭt-l-īz') 
Hospitaller	(hŏs'pĭt'l-ər) 
hostage	(hŏs'tĭj) 
hosta	(hō'stə, hŏs'tə) 
hosteler	(hŏs'tə-lər) 
hostel	(hŏs'təl) 
hostelry	(hŏs'təl-rē) 
hostess	(hō'stĭs) 
host	(hōst) 
hostile	(hŏs'təl, -tīl') 
hostility	(hŏ-stĭl'ĭ-tē) 
hostler	(hŏs'lər, ŏs'-) 
hotbed	(hŏt'běd') 
hotbox	(hŏt'bŏks') 
hotch	(hŏch) 
hotchpotch	(hŏch'pŏch') 
hotchpot	(hŏch'pŏt') 
hotel	(hō-těl') 
hotelier	(ō'təl-yā', hō'-) 
hotelkeeper	(hō-těl'kē'pər) 
hotfoot	(hŏt'fŏŏt') 
hotheaded	(hŏt'hěd'ĭd) 
hothead	(hŏt'hěd') 
hot	(hŏt) 
hothouse	(hŏt'hous') 
hot Jupiter	(hŏt) 
hotlink	(hŏt'lĭngk') 
hotly	(hŏt'lē) 
hotshot	(hŏt'shŏt') 
Hottentot	(hŏt'n-tŏt') 
houdah	(hou'də) 
Houdan	(hōō'dān') 
hound	(hound) 
hourglass	(our'glās') 
houri	(hŏŏr'ē, hōō'rē) 
hourly	(our'lē) 
hour	(our) 
houseboat	(hous'bōt') 
houseboy	(hous'boi') 
housebreak	(hous'brāk') 
housebreaking	(hous'brā'kĭng) 
housecarl	(hous'kärl') 
housecleaning	(hous'klē'nĭng) 
housecoat	(hous'kōt') 
housedress	(hous'drěs') 
housefly	(hous'flī') 
houseful	(hous'fŏŏl) 
houseguest	(hous'gěst') 
householder	(hous'hōl'dər) 
household	(hous'hōld') 
house	(hous) 
househusband	(hous'hŭz'bənd) 
housekeeper	(hous'kē'pər) 
housekeeping	(hous'kē'pĭng) 
houseleek	(hous'lēk') 
housel	(hou'zəl) 
houselights	(hous'līts') 
housemaid	(hous'mād') 
houseman	(hous'mān', -mən) 
housemaster	(hous'mās'tər) 
housemate	(hous'māt') 
housemother	(hous'mŭth'ər) 
house painter	(hous'pān'tər)
housepainter	(hous'pān'tər)
houseparent	(hous'pār'ənt, -pâr'-) 
houseperson	(hous'pûr'sən) 
houseplant	(hous'plānt') 
houseroom	(hous'rōōm', -rŏŏm') 
housesit	(hous'sĭt') 
housetop	(hous'tŏp') 
housewares	(hous'wârz') 
housewarming	(hous'wôr'mĭng) 
housewife	(hous'wīf') 
housewifely	(hous'wīf'lē) 
housewifery	(hous'wī'fə-rē, -wīf'rē) 
housework	(hous'wûrk') 
housing	(hou'zĭng) 
Houston	(hyōō'stən) 
hovel	(hŭv'əl, hŏv'-) 
hovercraft	(hŭv'ər-krāft', hŏv'-) 
hover	(hŭv'ər, hŏv'-) 
howbeit	(hou-bē'ĭt) 
howdy	(hou'dē) 
Howe	(hou) 
how	(hou) 
howitzer	(hou'ĭt-sər) 
howler	(hou'lər) 
howl	(houl) 
howling	(hou'lĭng) 
hoya	(hoi'ə) 
hoyden	(hoid'n) 
hoy	(hoi) 
Hoyle	(hoil) 
hryvnia	(hrĭv'nyä) 
Hsian	(shē'än', shyän)
Hsian	(shē'än', shyän) 
HTML	(āch'tē-ěm-ěl') 
http	(āch'tē-tē-pē')
HTTP	(āch'tē-tē-pē')
HTTP	(āch'tē-tē-pē') 
huarache	(wə-rä'chē, hə-) 
Huascarán	(wäs'kə-rän', -kä-) 
hubbub	(hŭb'ŭb') 
hubby	(hŭb'ē) 
hubcap	(hŭb'kāp') 
hub	(hŭb) 
Hub	(hŭb) 
hubris	(hyōō'brĭs) 
huckaback	(hŭk'ə-bāk') 
huck	(hŭk) 
huckleberry	(hŭk'əl-běr'ē) 
huckster	(hŭk'stər) 
huddle	(hŭd'l) 
HUD	(hŭd) 
Hudibrastic	(hyōō'də-brās'tĭk) 
Hudson	(hŭd'sən) 
hue	(hy) 
hue	(hyōō) 
Hue	(hyōō-ā', hwā) 
huff	(hŭf) 
huffish	(hŭf'ĭsh) 
huffy	(hŭf'ē) 
huge	(hyōōj) 
hug	(hŭg) 
Hugo	(hyōō'gō, ü-gō') 
Huguenot	(hyōō'gə-nŏt') 
huh	(hŭ) 
Hui	(hwē) 
huipil	(wē-pēl') 
hula	(hōō'lə) 
hulk	(hŭlk) 
hulking	(hŭl'kĭng) 
hull	(hŭl) 
Hull	(hŭl) 
hullo	(hə-lō') 
humane	(hyōō-mān') 
human	(hy'mən) 
human	(hyōō'mən) 
humanism	(hyōō'mə-nĭz'əm) 
humanist	(hyōō'mə-nĭst) 
humanitarian	(hyōō-mān'ĭ-târ'ē-ən) 
humanitarianism	(hyōō-mān'ĭ-târ'ē-ə-nĭz'əm) 
humanity	(hyōō-mān'ĭ-tē) 
humanize	(hyōō'mə-nīz') 
humankind	(hyōō'mən-kīnd') 
humanly	(hyōō'mən-lē) 
humanoid	(hyōō'mə-noid') 
humblebee	(hŭm'bəl-bē') 
humble	(hŭm'bəl) 
humbug	(hŭm'bŭg') 
humdinger	(hŭm'dĭng'ər) 
humdrum	(hŭm'drŭm') 
humectant	(hyōō-měk'tənt) 
humeral	(hyōō'mər-əl) 
humerus	(hy'mər-əs) 
humerus	(hyōō'mər-əs) 
hum	(hŭm) 
humid	(hyōō'mĭd) 
humidifier	(hyōō-mĭd'ə-fī'ər) 
humidify	(hyōō-mĭd'ə-fī') 
humidistat	(hy-mĭd'ĭ-stāt') 
humidistat	(hyōō-mĭd'ĭ-stāt') 
humidity	(hy-mĭd'ĭ-tē) 
humidity	(hyōō-mĭd'ĭ-tē) 
humidor	(hyōō'mĭ-dôr') 
humification	(hyōō'mə-fĭ-kā'shən) 
humiliate	(hyōō-mĭl'ē-āt') 
humiliation	(hyōō-mĭl'ē-ā'shən) 
humility	(hyōō-mĭl'ĭ-tē) 
hummer	(hŭm'ər) 
Hummer	(hŭm'ər) 
hummingbird	(hŭm'ĭng-bûrd') 
hummock	(hŭm'ək) 
hummus	(hŏŏm'əs, hŭm'-)
humoresque	(hyōō'mə-rěsk') 
humor	(hy'mər) 
humor	(hyōō'mər) 
humorist	(hyōō'mər-ĭst) 
humorless	(hyōō'mər-lĭs) 
humorous	(hyōō'mər-əs) 
humour	(hyōō'mər) 
humpback	(hŭmp'bāk') 
humph	(hŭmf, həmf) 
hump	(hŭmp) 
humpy	(hŭm'pē) 
humus	(hŏŏm'əs, hŭm'-)
humus	(hŏŏm'əs, hŭm'-) 
humus	(hy'məs) 
humus	(hyōō'məs) 
Humvee	(hŭm'vē') 
hunchback	(hŭnch'bāk') 
hunch	(hŭnch) 
hundred	(hŭn'drĭd) 
hundredth	(hŭn'drĭdth) 
hundredweight	(hŭn'drĭd-wāt') 
Hungarian	(hŭng-gâr'ē-ən) 
Hungary	(hŭng'gə-rē) 
hunger	(hŭng'gər) 
hungry	(hŭng'grē) 
Hun	(hŭn) 
hunker	(hŭng'kər) 
hunk	(hŭngk) 
Hunkpapa	(hŭngk'pä'pä) 
hunks	(hŭngks) 
hunky	(hŭng'kē) 
hunter	(hŭn'tər) 
hunt	(hŭnt) 
hunting	(hŭn'tĭng) 
Huntington	(hŭn'tĭng-tən) 
huntress	(hŭn'trĭs) 
huntsman	(hŭnts'mən) 
hurdle	(hûr'dl) 
hurl	(hûrl) 
hurling	(hûr'lĭng) 
Huron	(hyŏŏr'ən, -ŏn') 
hurrah	(hŏŏ-rä', -rô', hə-) 
hurricane	(hûr'ĭ-kān') 
hurricane	(hûr'ĭ-kān', hŭr'-) 
hurried	(hûr'ēd, hŭr'-) 
hurry	(hûr'ē, hŭr'-) 
Hurst	(hûrst) 
hurtful	(hûrt'fəl) 
hurt	(hûrt) 
hurtle	(hûr'tl) 
hurtless	(hûrt'lĭs) 
husband	(hŭz'bənd) 
husbandman	(hŭz'bənd-mən) 
husbandry	(hŭz'bən-drē) 
hush	(hŭsh) 
Hus	(hŭs, hŏŏs)
husk	(hŭsk) 
huskie	(hŭs'kē) 
husky	(hŭs'kē) 
hussar	(hə-zär', -sär') 
Huss	(hŭs, hŏŏs)
Huss	(hŭs, hŏŏs) 
Hussite	(hŭs'īt', hŏŏs'-) 
hussy	(hŭz'ē, hŭs'ē) 
hustings	(hŭs'tĭngz) 
hustle	(hŭs'əl) 
hutch	(hŭch) 
hut	(hŭt) 
hutment	(hŭt'mənt) 
Hutterite	(hŭt'ə-rīt', hŏŏt'-) 
Hutu	(hōō'tōō') 
hutzpah	(KHŏŏt'spə, hŏŏt'-) 
Huxley	(hŭks'lē) 
hyacinth	(hī'ə-sĭnth) 
Hyades	(hī'ə-dēz') 
hyaena	(hī-ē'nə) 
hyaline	(hī'ə-lĭn, -līn') 
hyalin	(hī'ə-lĭn) 
hyalite	(hī'ə-līt') 
hyaloid	(hī'ə-loid') 
hyaloplasm	(hī'ə-lō-plāz'əm) 
hyaluronidase	(hī'ə-lŏŏ-rŏn'ĭ-dās', -dāz') 
hybrid	(hī'brĭd) 
hybridize	(hī'brĭ-dīz') 
hybridoma	(hī'brĭ-dō'mə) 
hybris	(hī'brĭs) 
hydathode	(hī'də-thōd') 
hydatid	(hī'də-tĭd) 
hydra	(hī'drə) 
Hydra	(hī'drə) 
hydralazine	(hī-drāl'ə-zēn') 
hydrangea	(hī-drān'jə, -drān'-) 
hydranth	(hī'drānth') 
hydrant	(hī'drənt) 
hydrase	(hī'drās', -drāz') 
hydrastine	(hī-drās'tēn', -tĭn) 
hydrate	(hī'drāt') 
hydraulic	(hī-drô'lĭk) 
hydrazide	(hī'drə-zīd') 
hydrazine	(hī'drə-zēn', -zĭn) 
hydric	(hī'drĭk) 
hydride	(hī'drīd') 
hydrilla	(hī-drĭl'ə) 
hydrobiology	(hī'drō-bī-ŏl'ə-jē) 
hydrocarbon	(hī'drə-kär'bən) 
hydrocele	(hī'drə-sēl') 
hydrocephalus	(hī'drō-sěf'ə-ləs)
hydrocephalus	(hī'drō-sěf'ə-ləs) 
hydrocephaly	(hī'drō-sěf'ə-ləs) 
hydrochloride	(hī'drə-klôr'īd') 
hydrochloride	(hī'drə-klôr'īd', -klōr'-) 
hydrochlorothiazide	(hī'drə-klôr'ə-thī'ə-zīd', -klōr'-) 
hydrocolloid	(hī'drə-kŏl'oid') 
hydrocoral	(hī'drə-kôr'əl, -kŏr'-) 
hydrocortisone	(hī'drə-kôr'tĭ-sōn', -zōn') 
hydrocrack	(hī'drə-krāk') 
hydrocracking	(hī'drə-krāk'ĭng) 
hydrodynamic	(hī'drō-dī-nām'ĭk) 
hydrodynamics	(hī'drō-dī-nām'ĭks) 
hydroelectric	(hī'drō-ĭ-lěk'trĭk) 
hydrofoil	(hī'drə-foil') 
hydroforming	(hī'drə-fôr'mĭng) 
hydrogenase	(hī-drŏj'ə-nās', -nāz') 
hydrogenate	(hī'drə-jə-nāt', hī-drŏj'ə-) 
hydrogenate	(hī'drə-jə-nāt', hī-drŏj'ə-nāt') 
hydrogen	(hī'drə-jən) 
hydrogenolysis	(hī'drō-jə-nŏl'ĭ-sĭs) 
hydrogeology	(hī'drō-jē-ŏl'ə-jē) 
hydrography	(hī-drŏg'rə-fē) 
hydro	(hī'drō) 
hydroid	(hī'droid') 
hydrokinetic	(hī'drō-kə-nět'ĭk, -kī-) 
hydrology	(hī-drŏl'ə-jē) 
hydrolysate	(hī-drŏl'ĭ-sāt', hī'drə-lī'-) 
hydrolysis	(hī-drŏl'ĭ-sĭs) 
hydrolyze	(hī'drə-līz') 
hydromagnetics	(hī'drō-māg-nět'ĭks) 
hydromancy	(hī'drə-mān'sē) 
hydromedusa	(hī'drō-mĭ-dōō'sə, -dyōō'-) 
hydromel	(hī'drə-měl') 
hydrometallurgy	(hī'drō-mět'l-ûr'jē) 
hydrometeor	(hī'drō-mē'tē-ər) 
hydrometeor	(hī'drō-mē'tē-ər, -ôr') 
hydrometeorology	(hī'drō-mē'tē-ə-rŏl'ə-jē) 
hydrometer	(hī-drŏm'ĭ-tər) 
hydronaut	(hī'drō-nôt') 
hydronium	(hī-drō'nē-əm) 
hydropathy	(hī-drŏp'ə-thē) 
hydrophane	(hī'drə-fān') 
hydrophilic	(hī'drə-fĭl'ĭk) 
hydrophilous	(hī-drŏf'ə-ləs) 
hydrophobia	(hī'drə-fō'bē-ə) 
hydrophobic	(hī'drə-fō'bĭk) 
hydrophone	(hī'drə-fōn') 
hydrophyte	(hī'drə-fīt') 
hydroplane	(hī'drə-plān') 
hydroponics	(hī'drə-pŏn'ĭks) 
hydropower	(hī'drə-pou'ər) 
hydroquinone	(hī'drō-kwĭ-nōn', -kwĭn'ōn') 
hydroscope	(hī'drə-skōp') 
hydrosol	(hī'drə-sôl', -sōl', -sŏl') 
hydrospace	(hī'drə-spās') 
hydrosphere	(hī'drə-sfîr') 
hydrostatic	(hī'drə-stāt'ĭk) 
hydrosulfide	(hī'drə-sŭl'fīd') 
hydrosulfite	(hī'drə-sŭl'fīt') 
hydrotaxis	(hī'drə-tāk'sĭs) 
hydrotherapeutics	(hī'drə-thěr'ə-pyōō'tĭks) 
hydrotherapy	(hī'drə-thěr'ə-pē) 
hydrothorax	(hī'drə-thôr'āks', -thōr'-) 
hydrotropism	(hī-drŏt'rə-pĭz'əm) 
hydrous	(hī'drəs) 
hydroxide	(hī-drŏk'sīd') 
hydroxyapatite	(hī-drŏk'sē-āp'ĭ-tīt') 
hydroxylamine	(hī-drŏk'sə-lə-mēn', hī'drŏk-sĭl'ə-mēn', -sə-lām'ĭn) 
hydroxylate	(hī-drŏk'sə-lāt') 
hydroxyl	(hī-drŏk'sĭl) 
hydroxyurea	(hī-drŏk'sē-yŏŏ-rē'ə) 
hydrozoan	(hī'drə-zō'ən) 
Hydrus	(hī'drəs) 
hygiene	(hī'jēn') 
hygienic	(hī'jē-ěn'ĭk, hī-jěn'-, -jē'nĭk) 
hygrograph	(hī'grə-grāf') 
hygrometer	(hī-grŏm'ĭ-tər) 
hygroscope	(hī'grə-skōp') 
hygroscopic	(hī'grə-skŏp'ĭk) 
hygrostat	(hī'grə-stāt') 
hylozoism	(hī'lə-zō'ĭz'əm) 
hymeneal	(hī'mə-nē'əl) 
hymen	(hī'mən) 
Hymen	(hī'mən) 
hymenium	(hī-mē'nē-əm) 
hymenopteran	(hī'mə-nŏp'tər-ən) 
hymnal	(hĭm'nəl) 
hymnary	(hĭm'nə-rē) 
hymn book	(hĭm'bŏŏk')
hymnbook	(hĭm'bŏŏk')
hymn	(hĭm) 
hymnody	(hĭm'nə-dē) 
hymnology	(hĭm-nŏl'ə-jē) 
hyoid	(hī'oid') 
hyoscine	(hī'ə-sēn') 
hyoscyamine	(hī'ə-sī'ə-mēn') 
hypanthium	(hī-pān'thē-əm) 
hype	(hīp) 
hyperacid	(hī'pər-ās'ĭd) 
hyperactive	(hī'pər-āk'tĭv) 
hyperactivity	(hī'pər-āk-tĭv'ĭ-tē) 
hyperaesthesia	(hī'pər-ĭs-thē'zhə) 
hyperalimentation	(hī'pər-āl'ə-měn-tā'shən) 
hyperbaton	(hī-pûr'bə-tŏn') 
hyperbola	(hī-pûr'bə-lə) 
hyperbole	(hī-pûr'bə-lē) 
hyperbolism	(hī-pûr'bə-lĭz'əm) 
hyperbolize	(hī-pûr'bə-līz') 
hyperboloid	(hī-pûr'bə-loid') 
Hyperborean	(hī'pər-bôr'ē-ən, -bōr'-, -bə-rē'ən) 
hypercalcemia	(hī'pər-kāl-sē'mē-ə) 
hypercapnia	(hī'pər-kāp'nē-ə) 
hypercatalectic	(hī'pər-kāt'l-ěk'tĭk) 
hypercharge	(hī'pər-chärj') 
hypercholesterolemia	(hī'pər-kə-lěs'tər-ə-lē'mē-ə) 
hypercorrect	(hī'pər-kə-rěkt') 
hypercorrection	(hī'pər-kə-rěk'shən) 
hypercritical	(hī'pər-krĭt'ĭ-kəl) 
hypercritic	(hī'pər-krĭt'ĭk) 
hypercube	(hī'pər-kyb') 
hyperemia	(hī'pə-rē'mē-ə) 
hyperextension	(hī'pər-ĭk-stěn'shən) 
hypergamy	(hī-pûr'gə-mē) 
hyperglycemia	(hī'pər-glī-sē'mē-ə) 
hypergolic	(hī'pər-gŏl'ĭk) 
hyper	(hī'pər) 
hyperinflation	(hī'pər-ĭn-flā'shən) 
hyperinsulinism	(hī'pər-ĭn'sə-lə-nĭz'əm) 
Hyperion	(hī-pîr'ē-ən) 
hyperirritability	(hī'pər-ĭr'ĭ-tə-bĭl'ĭ-tē) 
hyperkeratosis	(hī'pər-kěr'ə-tō'sĭs) 
hyperkinesia	(hī'pər-kə-nē'zhə, -kī-) 
hyperlink	(hī'pər-lĭngk') 
hyperlipemia	(hī'pər-lĭ-pē'mē-ə, -lī-) 
hyperlipidemia	(hī'pər-lĭp'ĭ-dē'mē-ə, -lī'pĭ-) 
hypermarket	(hī'pər-mär'kĭt) 
hypermedia	(hī'pər-mē'dē-ə) 
hypermetric	(hī'pər-mět'rĭk) 
hypermetropia	(hī'pər-mĭ-trō'pē-ə) 
hypermnesia	(hī'pərm-nē'zhə) 
hyperon	(hī'pə-rŏn') 
hyperopia	(hī'pə-rō'pē-ə) 
hyperostosis	(hī'pər-ŏ-stō'sĭs) 
hyperphagia	(hī'pər-fā'jē-ə, -jə) 
hyperpigmentation	(hī'pər-pĭg'mən-tā'shən) 
hyperpituitarism	(hī'pər-pĭ-tōō'ĭ-tə-rĭz'əm, -tyōō'-) 
hyperplasia	(hī'pər-plā'zhə) 
hyperploid	(hī'pər-ploid') 
hyperpnea	(hī'pərp-nē'ə, hī'pər-nē'ə) 
hyperpolarize	(hī'pər-pō'lə-rīz') 
hyperpyrexia	(hī'pər-pī-rěk'sē-ə) 
hyperrealism	(hī'pər-rē'ə-lĭz'əm) 
hypersensitive	(hī'pər-sěn'sĭ-tĭv) 
hypersexual	(hī'pər-sěk'shōō-əl) 
hypersonic	(hī'pər-sŏn'ĭk) 
hyperspace	(hī'pər-spās') 
hypersthene	(hī'pərs-thēn') 
hypertension	(hī'pər-těn'shən) 
hypertensive	(hī'pər-těn'sĭv) 
hypertext	(hī'pər-těkst') 
hyperthermia	(hī'pər-thûr'mē-ə) 
hyperthyroid	(hī'pər-thī'roid') 
hyperthyroidism	(hī'pər-thī'roi-dĭz'əm) 
hypertonia	(hī'pər-tō'nē-ə) 
hypertonic	(hī'pər-tŏn'ĭk) 
hypertrophy	(hī-pûr'trə-fē) 
hyperuricemia	(hī'pər-yŏŏr'ĭ-sē'mē-ə) 
hyperventilate	(hī'pər-věn'tl-āt') 
hyperventilation	(hī'pər-věn'tl-ā'shən) 
hypervitaminosis	(hī'pər-vī'tə-mə-nō'sĭs) 
hypesthesia	(hī'pĭs-thē'zhə) 
hypha	(hī'fə) 
hyphenate	(hī'fə-nāt') 
hyphen	(hī'fən) 
hypnoanalysis	(hĭp'nō-ə-nāl'ĭ-sĭs) 
hypnogenesis	(hĭp'nō-jěn'ĭ-sĭs) 
hypnopedia	(hĭp'nə-pē'dē-ə) 
hypnophobia	(hĭp'nə-fō'bē-ə) 
hypnosis	(hĭp-nō'sĭs) 
hypnotherapy	(hĭp'nō-thěr'ə-pē) 
hypnotic	(hĭp-nŏt'ĭk) 
hypnotism	(hĭp'nə-tĭz'əm) 
hypnotize	(hĭp'nə-tīz') 
hypoacidity	(hī'pō-ə-sĭd'ĭ-tē) 
hypoblast	(hī'pə-blāst') 
hypocalcemia	(hī'pō-kāl-sē'mē-ə) 
hypocaust	(hī'pə-kôst') 
hypocenter	(hī'pə-sěn'tər) 
hypochlorite	(hī'pə-klôr'īt') 
hypochlorite	(hī'pə-klôr'īt', -klōr'-) 
hypochondriac	(hī'pə-kŏn'drē-āk') 
hypochondria	(hī'pə-kŏn'drē-ə) 
hypochondriasis	(hī'pə-kən-drī'ə-sĭs) 
hypochondrium	(hī'pə-kŏn'drē-əm) 
hypocorism	(hī-pŏk'ə-rĭz'əm, hī'pə-kôr'ĭz'əm, -kōr'-) 
hypocotyl	(hī'pə-kŏt'l) 
hypocrisy	(hĭ-pŏk'rĭ-sē) 
hypocrite	(hĭp'ə-krĭt') 
hypocycloid	(hī'pō-sī'kloid') 
hypoderm	(hī'pə-dûrm') 
hypodermic	(hī'pə-dûr'mĭk) 
hypodermis	(hī'pə-dûr'mĭs) 
hypoesthesia	(hī'pō-ĭs-thē'zhə) 
hypogastrium	(hī'pə-gās'trē-əm) 
hypogeum	(hī'pə-jē'əm) 
hypoglossal	(hī'pə-glŏs'əl) 
hypoglycemia	(hī'pō-glī-sē'mē-ə) 
hypoglycemic	(hī'pō-glī-sē'mĭk) 
hypogynous	(hī-pŏj'ə-nəs) 
hypo	(hī'pō) 
hypokalemia	(hī'pō-kā-lē'mē-ə) 
hypolimnion	(hī'pə-lĭm'nē-ŏn', -ən) 
hypomania	(hī'pə-mā'nē-ə, -mān'yə) 
hyponasty	(hī'pə-nās'tē) 
hypophosphite	(hī'pō-fŏs'fīt') 
hypophysis	(hī-pŏf'ĭ-sĭs) 
hypopituitarism	(hī'pō-pĭ-tōō'ĭ-tə-rĭz'əm, -tyōō'-) 
hypoplasia	(hī'pō-plā'zhə, -zhē-ə) 
hypoploid	(hī'pō-ploid') 
hypopnea	(hī-pŏp'nē-ə, hī'pō-nē'ə) 
hyposensitivity	(hī'pō-sěn'sĭ-tĭv'ĭ-tē) 
hyposensitize	(hī'pō-sěn'sĭ-tīz') 
hypostasis	(hī-pŏs'tə-sĭs) 
hypostatize	(hī-pŏs'tə-tīz') 
hypostyle	(hī'pə-stīl') 
hyposulfite	(hī'pō-sŭl'fīt') 
hypotaxis	(hī'pə-tāk'sĭs) 
hypotension	(hī'pə-těn'shən) 
hypotensive	(hī'pə-těn'sĭv) 
hypotenuse	(hī-pŏt'n-ōōs', -yōōs') 
hypotenuse	(hī-pŏt'n-s') 
